nim,nama,angkatan,prodi,status,kota_asal,tanggal_masuk
2220196,Jun Rahmawati,2022,Informatika,aktif,Kupang,2022-08-01
2220197,Yum Firdaus,2022,Informatika,Aktif,Kupang,2022-08-01
2220198,Eud Ramadhan,2022,Informatika,cuti,Makassar,2022-08-01
2220199,Put Wulandari,2022,Informatika,Cuti,Jakarta,2022-08-01
2220200,Cin Wijaya,2022,Informatika,aktif,Yogyakarta,2022-08-01
2220201,Nek Wulandari,2022,Informatika,cuti,Jakarta,2022-08-01
2220202,Doy Wulandari,2022,Informatika,do,Medan,2022-08-01
2220203,Yul Firdaus,2022,Informatika,aktif,Bandung,2022-08-01
2220204,Noy Kusuma,2022,Informatika,aktif,Kupang,2022-08-01
2220205,Sit Pratama,2022,Informatika,Lulus,,2022-08-01
2220206,Hob Maulana,2022,Informatika,Lulus,Surabaya,2022-08-01
2220207,Bin Pratama,2022,Informatika,Cuti,Jakarta,2022-08-01
2220208,Lag Ramadhan,2022,Informatika,lulus,Makassar,2022-08-01
2220209,Kir Maulana,2022,Informatika,Cuti,Jakarta,2022-08-01
2220210,Gop Wijaya,,Informatika,do,Kupang,2022-08-01
2220211,Nup Putra,2022,Informatika,AKTIF,Semarang,2022-08-01
2220212,Cig Rahmawati,2022,Informatika,do,Semarang,2022-08-01
2220213,Fid Putra,2022,Informatika,Cuti,Makassar,2022-08-01
2220214,Jad Sari,2022,Informatika,lulus,Makassar,2022-08-01
2220215,Rip Putra,2022,Informatika,lulus,Jakarta,2022-08-01
2220216,Ril Saputra,2022,Informatika,cuti,Yogyakarta,2022-08-01
2220217,Cih Lestari,2022,Informatika,Cuti,Semarang,2022-08-01
2220218,Web Hidayat,2022,Informatika,Aktif,Kupang,2022-08-01
2220219,Lib Putra,2022,Informatika,lulus,Medan,2022-08-01
2220220,Iur Ramadhan,2022,Informatika,do,Makassar,2022-08-01
2220221,Did Kusuma,2022,Informatika,aktif,Yogyakarta,2022-08-01
2220222,Pes Saputra,2022,Informatika,lulus,Surabaya,2022-08-01
2220223,Had Anggraini,2022,Informatika,do,Medan,2022-08-01
2220224,Tot Rahmawati,2022,Informatika,AKTIF,Medan,2022-08-01
2220225,Aop Firdaus,2022,Informatika,aktif,Yogyakarta,2022-08-01
2220226,Kim Anggraini,2022,Informatika,Aktif,Jakarta,2022-08-01
2220227,Lar Maulana,2022,Informatika,do,Yogyakarta,2022-08-01
2220228,Mod Lestari,2022,Informatika,Aktif,Jakarta,2022-08-01
2220229,Yig Firdaus,2022,Informatika,do,Kupang,2022-08-01
2220230,Bey Saputra,2022,Informatika,Cuti,Yogyakarta,2022-08-01
2220231,Gar Saputra,2022,Informatika,Lulus,Surabaya,2022-08-01
2220232,Eem Putra,2022,Informatika,Aktif,Surabaya,2022-08-01
2220233,Map Wulandari,2022,Informatika,do,Medan,2022-08-01
2220234,Riw Firdaus,2022,Informatika,aktif,Bandung,2022-08-01
2220235,Kil Anggraini,2022,Informatika,aktif,Makassar,2022-08-01
2220236,Sok Kusuma,2022,Informatika,Lulus,Makassar,2022-08-01
2220237,Suy Pratama,2022,Informatika,Aktif,Yogyakarta,2022-08-01
2220238,Dab Sari,2022,Informatika,Aktif,Yogyakarta,2022-08-01
2220239,Bon Firdaus,2022,Informatika,Lulus,Medan,2022-08-01
2220240,Sed Wijaya,2022,Informatika,Cuti,Makassar,2022-08-01
2220241,Yiw Anggraini,2022,Informatika,Lulus,Medan,2022-08-01
2220242,Gey Hidayat,2022,Informatika,cuti,Kupang,2022-08-01
2220243,Iun Firdaus,2022,Informatika,lulus,Yogyakarta,2022-08-01
2220244,Ceh Rahmawati,2022,Informatika,Lulus,Jakarta,2022-08-01
2220245,Ror Hidayat,2022,Informatika,Aktif,Medan,2022-08-01
2220246,Nug Ramadhan,2022,Informatika,aktif,Yogyakarta,2022-08-01
2220247,Wob Wijaya,2022,Informatika,do,Bandung,2022-08-01
2220248,Pig Saputra,2022,Informatika,AKTIF,Yogyakarta,2022-08-01
2220249,Let Maulana,2022,Informatika,aktif,Semarang,2022-08-01
2220250,Tab Putra,2022,Informatika,Cuti,Kupang,2022-08-01
2220251,Dod Wulandari,2022,Informatika,Aktif,Makassar,2022-08-01
2220252,Aep Wijaya,2022,Informatika,Cuti,Jakarta,2022-08-01
2220253,Tun Firdaus,2022,Informatika,lulus,Jakarta,2022-08-01
2220254,Lun Pratama,2022,Informatika,Lulus,Semarang,2022-08-01
2220255,Eim Lestari,2022,Informatika,Aktif,Surabaya,2022-08-01
2220256,Lol Saputra,2022,Informatika,do,Kupang,2022-08-01
2220257,Loh Saputra,2022,Informatika,Aktif,Bandung,2022-08-01
2220258,Jak Saputra,2022,Informatika,Cuti,Kupang,2022-08-01
2220259,Boh Hidayat,2022,Informatika,aktif,Bandung,2022-08-01
2220260,Fer Ramadhan,2022,Informatika,Lulus,Bandung,2022-08-01
2220261,Tob Sari,2022,Informatika,AKTIF,Medan,2022-08-01
2220262,Kay Wijaya,2022,Informatika,Cuti,Bandung,2022-08-01
2220263,Ruk Nugroho,2022,Informatika,AKTIF,Medan,2022-08-01
2220264,Pil Hidayat,2022,Informatika,AKTIF,Yogyakarta,2022-08-01
2220265,Cak Rahmawati,2022,Informatika,AKTIF,Surabaya,2022-08-01
2220266,Aah Anggraini,2022,Informatika,Aktif,Makassar,2022-08-01
2220267,Fag Firdaus,2022,Informatika,aktif,Kupang,2022-08-01
2220268,Hoh Maulana,2022,Informatika,AKTIF,Jakarta,2022-08-01
2220269,Sep Lestari,2022,Informatika,Aktif,Jakarta,2022-08-01
2220270,Non Firdaus,2022,Informatika,do,Bandung,2022-08-01
2220271,Mow Wijaya,2022,Informatika,Lulus,Jakarta,2022-08-01
2220272,Pir Kusuma,2022,Informatika,do,Medan,2022-08-01
2220273,Tir Rahmawati,2022,Informatika,Lulus,Bandung,2022-08-01
2220274,Heb Wulandari,2022,Informatika,lulus,Yogyakarta,2022-08-01
2220275,Nam Putra,2022,Informatika,do,Surabaya,2022-08-01
2220276,Lad Anggraini,2022,Informatika,aktif,Medan,2022-08-01
2220277,Rob Firdaus,2022,Informatika,Aktif,Jakarta,2022-08-01
2220278,Dis Ramadhan,2022,Informatika,cuti,Yogyakarta,2022-08-01
2220279,Siy Kusuma,2022,Informatika,Lulus,Medan,2022-08-01
2220280,Cad Lestari,2022,Informatika,cuti,Makassar,2022-08-01
2220281,Saw Hidayat,2022,Informatika,lulus,Makassar,2022-08-01
2220282,Yas Putra,2022,Informatika,Cuti,Bandung,2022-08-01
2220283,Fak Hidayat,2022,Informatika,Aktif,Makassar,2022-08-01
2220284,Pah Nugroho,2022,Informatika,Lulus,Surabaya,2022-08-01
2220285,Wit Kusuma,2022,Informatika,aktif,Medan,2022-08-01
2220286,Bew Wijaya,2022,Informatika,Lulus,Medan,2022-08-01
2220287,Mip Saputra,2022,Informatika,lulus,Bandung,2022-08-01
2220288,Wed Wijaya,,Informatika,aktif,Kupang,2022-08-01
2220289,Jow Ramadhan,2022,Informatika,do,Yogyakarta,2022-08-01
2220290,Gig Putra,2022,Informatika,Cuti,Jakarta,2022-08-01
2220291,Kih Nugroho,2022,Informatika,AKTIF,Semarang,2022-08-01
2220292,Sos Anggraini,2022,Informatika,cuti,Makassar,2022-08-01
2220293,Wup Kusuma,2022,Informatika,Cuti,Semarang,2022-08-01
2220294,Tor Pratama,2022,Informatika,aktif,Medan,2022-08-01
2220295,Eeh Lestari,2022,Informatika,aktif,Surabaya,2022-08-01
2220296,Pig Pratama,2022,Informatika,AKTIF,Kupang,2022-08-01
2220297,Nag Ramadhan,2022,Informatika,do,Kupang,2022-08-01
2220298,Job Anggraini,2022,Informatika,aktif,Medan,2022-08-01
2220299,Ros Lestari,2022,Informatika,aktif,Semarang,2022-08-01
2220300,Beb Maulana,2022,Informatika,Lulus,Bandung,2022-08-01
2320001,Kas Pratama,2023,Informatika,lulus,Kupang,2023-08-01
2320002,Dal Wijaya,2023,Informatika,Cuti,Kupang,2023-08-01
2320003,Peb Sari,2023,Informatika,lulus,Makassar,2023-08-01
2320004,Rup Rahmawati,2023,Informatika,aktif,Kupang,2023-08-01
2320005,Buw Ramadhan,2023,Informatika,AKTIF,Makassar,2023-08-01
2320006,Tub Saputra,2023,Informatika,do,Medan,2023-08-01
2320007,Iot Wijaya,2023,Informatika,aktif,Yogyakarta,2023-08-01
2320008,Guh Anggraini,2023,Informatika,cuti,Kupang,2023-08-01
2320009,Mug Lestari,2023,Informatika,do,Makassar,2023-08-01
2320010,Fih Sari,2023,Informatika,AKTIF,Makassar,2023-08-01
2320011,Jes Kusuma,2023,Informatika,AKTIF,Jakarta,2023-08-01
2320012,Gak Nugroho,2023,Informatika,aktif,Yogyakarta,2023-08-01
2320013,Bok Wulandari,2023,Informatika,do,Medan,2023-08-01
2320014,Hem Sari,2023,Informatika,Aktif,Kupang,2023-08-01
2320015,Yub Saputra,2023,Informatika,AKTIF,Medan,2023-08-01
2320016,Saw Firdaus,2023,Informatika,Cuti,Makassar,2023-08-01
2320017,Yon Sari,2023,Informatika,lulus,Kupang,2023-08-01
2320018,Eab Rahmawati,2023,Informatika,cuti,Medan,2023-08-01
2320019,Wur Ramadhan,2023,Informatika,lulus,Semarang,2023-08-01
2320020,Hah Wijaya,2023,Informatika,do,Jakarta,2023-08-01
2320021,Aed Wulandari,2023,Informatika,aktif,Bandung,2023-08-01
2320022,Aid Wulandari,2023,Informatika,Lulus,Makassar,2023-08-01
2320023,Cos Nugroho,2023,Informatika,cuti,Bandung,2023-08-01
2320024,Tab Anggraini,2023,Informatika,Cuti,Bandung,2023-08-01
2320025,Jak Sari,2023,Informatika,cuti,Kupang,2023-08-01
2320026,Eiy Sari,2023,Informatika,Cuti,Makassar,2023-08-01
2320027,Meb Nugroho,2023,Informatika,Aktif,Kupang,2023-08-01
2320028,Meh Pratama,,Informatika,AKTIF,Medan,2023-08-01
2320029,Juw Rahmawati,2023,Informatika,Cuti,Jakarta,2023-08-01
2320030,Lip Anggraini,,Informatika,do,Jakarta,2023-08-01
2320031,Gak Wijaya,2023,Informatika,Aktif,Yogyakarta,2023-08-01
2320032,Mik Saputra,2023,Informatika,lulus,Bandung,2023-08-01
2320033,Nim Maulana,2023,Informatika,do,Surabaya,2023-08-01
2320034,Hos Pratama,2023,Informatika,Cuti,Semarang,2023-08-01
2320035,Eom Wijaya,2023,Informatika,cuti,Makassar,2023-08-01
2320036,Gip Wijaya,2023,Informatika,cuti,Semarang,2023-08-01
2320037,Roh Maulana,,Informatika,lulus,Makassar,2023-08-01
2320038,Puw Sari,2023,Informatika,Lulus,Yogyakarta,2023-08-01
2320039,Aes Wijaya,2023,Informatika,Cuti,Semarang,2023-08-01
2320040,Iob Anggraini,2023,Informatika,Cuti,Makassar,2023-08-01
2320041,Hem Firdaus,2023,Informatika,Lulus,Surabaya,2023-08-01
2320042,Mup Lestari,2023,Informatika,Aktif,Makassar,2023-08-01
2320043,Fed Kusuma,2023,Informatika,do,Surabaya,2023-08-01
2320044,Iem Pratama,2023,Informatika,Lulus,Yogyakarta,2023-08-01
2320045,Ail Saputra,2023,Informatika,lulus,Bandung,2023-08-01
2320046,Cow Rahmawati,2023,Informatika,Cuti,Bandung,2023-08-01
2320047,Wut Saputra,2023,Informatika,AKTIF,Bandung,2023-08-01
2320048,Ret Anggraini,2023,Informatika,Lulus,Bandung,2023-08-01
2320049,Kil Ramadhan,2023,Informatika,aktif,Semarang,2023-08-01
2320050,Low Putra,2023,Informatika,do,Bandung,2023-08-01
2320051,Ruk Pratama,2023,Informatika,aktif,Semarang,2023-08-01
2320052,Har Anggraini,2023,Informatika,Lulus,Kupang,2023-08-01
2320053,Hem Hidayat,2023,Informatika,cuti,Kupang,2023-08-01
2320054,Cod Wijaya,2023,Informatika,Aktif,Semarang,2023-08-01
2320055,Wiw Nugroho,,Informatika,Lulus,Kupang,2023-08-01
2320056,Tas Sari,2023,Informatika,Aktif,Medan,2023-08-01
2320057,Ted Anggraini,2023,Informatika,Cuti,Yogyakarta,2023-08-01
2320058,Heg Pratama,2023,Informatika,AKTIF,Medan,2023-08-01
2320059,Eak Nugroho,2023,Informatika,AKTIF,Bandung,2023-08-01
2320060,Pim Wijaya,2023,Informatika,lulus,Makassar,2023-08-01
2320061,Fiy Maulana,2023,Informatika,cuti,Surabaya,2023-08-01
2320062,Gig Ramadhan,2023,Informatika,Aktif,Bandung,2023-08-01
2320063,Tam Pratama,2023,Informatika,do,Bandung,2023-08-01
2320064,Sad Nugroho,2023,Informatika,cuti,,2023-08-01
2320065,Jiy Ramadhan,2023,Informatika,lulus,Jakarta,2023-08-01
2320066,Cop Kusuma,2023,Informatika,Aktif,Makassar,2023-08-01
2320067,Dot Ramadhan,2023,Informatika,cuti,Bandung,2023-08-01
2320068,Aar Ramadhan,2023,Informatika,Cuti,,2023-08-01
2320069,Dum Putra,2023,Informatika,do,Surabaya,2023-08-01
2320070,Cuk Kusuma,2023,Informatika,Lulus,Semarang,2023-08-01
2320071,Tek Lestari,2023,Informatika,Lulus,Surabaya,2023-08-01
2320072,Gis Rahmawati,2023,Informatika,Cuti,Jakarta,2023-08-01
2320073,Rol Pratama,2023,Informatika,Cuti,Kupang,2023-08-01
2320074,Gos Putra,2023,Informatika,do,Jakarta,2023-08-01
2320075,Rop Wulandari,2023,Informatika,aktif,Yogyakarta,2023-08-01
2320076,Ias Saputra,,Informatika,lulus,Semarang,2023-08-01
2320077,Yop Wulandari,2023,Informatika,cuti,Kupang,2023-08-01
2320078,Hey Anggraini,2023,Informatika,lulus,Kupang,2023-08-01
2320079,Yin Kusuma,2023,Informatika,AKTIF,Semarang,2023-08-01
2320080,Joy Rahmawati,2023,Informatika,AKTIF,Yogyakarta,2023-08-01
2320081,Tem Wijaya,2023,Informatika,lulus,Semarang,2023-08-01
2320082,Dat Rahmawati,2023,Informatika,aktif,Medan,2023-08-01
2320083,Wil Hidayat,2023,Informatika,aktif,Surabaya,2023-08-01
2320084,Kip Lestari,2023,Informatika,do,Surabaya,2023-08-01
2320085,Yuy Pratama,2023,Informatika,do,Jakarta,2023-08-01
2320086,Jod Nugroho,2023,Informatika,AKTIF,Jakarta,2023-08-01
2320087,Aop Kusuma,2023,Informatika,AKTIF,Surabaya,2023-08-01
2320088,Iir Sari,2023,Informatika,aktif,Yogyakarta,2023-08-01
2320089,Lud Sari,2023,Informatika,lulus,Semarang,2023-08-01
2320090,Dar Wijaya,2023,Informatika,Lulus,Kupang,2023-08-01
2320091,Ien Anggraini,2023,Informatika,lulus,Medan,2023-08-01
2320092,Len Wulandari,,Informatika,lulus,Medan,2023-08-01
2320093,Kim Nugroho,2023,Informatika,do,Jakarta,2023-08-01
2320094,Wom Wulandari,2023,Informatika,Aktif,Makassar,2023-08-01
2320095,Hun Kusuma,2023,Informatika,Lulus,Semarang,2023-08-01
2320096,Kiw Nugroho,2023,Informatika,aktif,Medan,2023-08-01
2320097,Iun Pratama,2023,Informatika,lulus,Jakarta,2023-08-01
2320098,Bis Putra,2023,Informatika,Aktif,Medan,2023-08-01
2320099,Jiy Sari,2023,Informatika,lulus,Makassar,2023-08-01
2320100,Had Lestari,2023,Informatika,Cuti,Surabaya,2023-08-01
2320101,Mur Lestari,2023,Informatika,do,Kupang,2023-08-01
2320102,Nol Wulandari,2023,Informatika,Cuti,Semarang,2023-08-01
2320103,Hag Ramadhan,2023,Informatika,lulus,Surabaya,2023-08-01
2320104,Gek Rahmawati,2023,Informatika,lulus,Yogyakarta,2023-08-01
2320105,Cim Nugroho,2023,Informatika,cuti,Jakarta,2023-08-01
2320106,Rah Saputra,2023,Informatika,Cuti,,2023-08-01
2320107,Nim Anggraini,2023,Informatika,Lulus,Surabaya,2023-08-01
2320108,Far Kusuma,2023,Informatika,aktif,,2023-08-01
2320109,Coh Putra,2023,Informatika,Cuti,Jakarta,2023-08-01
2320110,Sat Firdaus,2023,Informatika,Lulus,Semarang,2023-08-01
2320111,Eip Firdaus,2023,Informatika,do,Surabaya,2023-08-01
2320112,Bed Pratama,2023,Informatika,aktif,Medan,2023-08-01
2320113,Hil Saputra,2023,Informatika,cuti,Medan,2023-08-01
2320114,Nud Ramadhan,2023,Informatika,Lulus,Surabaya,2023-08-01
2320115,Soh Saputra,2023,Informatika,Aktif,Bandung,2023-08-01
2320116,Eis Hidayat,2023,Informatika,Lulus,Surabaya,2023-08-01
2320117,Set Putra,2023,Informatika,Aktif,Semarang,2023-08-01
2320118,Sil Nugroho,2023,Informatika,cuti,Semarang,2023-08-01
2320119,Aal Rahmawati,2023,Informatika,lulus,Makassar,2023-08-01
2320120,Aih Ramadhan,2023,Informatika,aktif,Semarang,2023-08-01
2320121,Aes Wijaya,2023,Informatika,AKTIF,Makassar,2023-08-01
2320122,Len Lestari,2023,Informatika,cuti,Semarang,2023-08-01
2320123,Biy Hidayat,2023,Informatika,Lulus,Kupang,2023-08-01
2320124,Nup Hidayat,2023,Informatika,AKTIF,Surabaya,2023-08-01
2320125,Cog Wijaya,2023,Informatika,Lulus,Kupang,2023-08-01
2320126,Ray Pratama,2023,Informatika,AKTIF,Surabaya,2023-08-01
2320127,Lug Saputra,2023,Informatika,Aktif,Semarang,2023-08-01
2320128,Nod Firdaus,2023,Informatika,Aktif,Makassar,2023-08-01
2320129,Mil Putra,2023,Informatika,Lulus,Semarang,2023-08-01
2320130,Nas Putra,2023,Informatika,lulus,Kupang,2023-08-01
2320131,Wal Wulandari,2023,Informatika,Lulus,Surabaya,2023-08-01
2320132,Gal Sari,2023,Informatika,do,Yogyakarta,2023-08-01
2320133,Yam Putra,2023,Informatika,cuti,Semarang,2023-08-01
2320134,Pus Saputra,2023,Informatika,AKTIF,Kupang,2023-08-01
2320135,Ait Sari,2023,Informatika,AKTIF,Makassar,2023-08-01
2320136,Fuk Kusuma,2023,Informatika,do,Semarang,2023-08-01
2320137,Iis Nugroho,2023,Informatika,lulus,Yogyakarta,2023-08-01
2320138,Aib Kusuma,2023,Informatika,AKTIF,Kupang,2023-08-01
2320139,Eet Pratama,2023,Informatika,Lulus,Medan,2023-08-01
2320140,Hah Saputra,2023,Informatika,Cuti,Bandung,2023-08-01
2320141,Duh Sari,2023,Informatika,aktif,Kupang,2023-08-01
2320142,Iek Firdaus,2023,Informatika,lulus,Semarang,2023-08-01
2320143,Mug Hidayat,2023,Informatika,Lulus,Yogyakarta,2023-08-01
2320144,Kir Rahmawati,2023,Informatika,AKTIF,Bandung,2023-08-01
2320145,Yag Wijaya,2023,Informatika,Aktif,,2023-08-01
2320146,Yug Saputra,2023,Informatika,cuti,,2023-08-01
2320147,Tep Sari,2023,Informatika,Cuti,Bandung,2023-08-01
2320148,Iig Lestari,2023,Informatika,cuti,Makassar,2023-08-01
2320149,Pun Pratama,2023,Informatika,aktif,Bandung,2023-08-01
2320150,Tan Anggraini,2023,Informatika,do,Medan,2023-08-01
2320151,Neb Anggraini,2023,Informatika,Lulus,Surabaya,2023-08-01
2320152,Duh Wijaya,2023,Informatika,do,Jakarta,2023-08-01
2320153,Wen Pratama,2023,Informatika,AKTIF,Makassar,2023-08-01
2320154,Nuy Sari,2023,Informatika,Aktif,Jakarta,2023-08-01
2320155,Nun Pratama,2023,Informatika,cuti,Yogyakarta,2023-08-01
2320156,Keb Ramadhan,2023,Informatika,Lulus,Kupang,2023-08-01
2320157,Tay Lestari,2023,Informatika,do,Jakarta,2023-08-01
2320158,Kir Wijaya,2023,Informatika,aktif,Jakarta,2023-08-01
2320159,Gik Nugroho,2023,Informatika,cuti,Kupang,2023-08-01
2320160,Iip Wijaya,2023,Informatika,aktif,Surabaya,2023-08-01
2320161,Lub Ramadhan,2023,Informatika,aktif,Makassar,2023-08-01
2320162,Muk Ramadhan,2023,Informatika,cuti,Jakarta,2023-08-01
2320163,Hog Firdaus,2023,Informatika,Aktif,Surabaya,2023-08-01
2320164,Pet Hidayat,2023,Informatika,AKTIF,Jakarta,2023-08-01
2320165,Lil Maulana,2023,Informatika,AKTIF,Kupang,2023-08-01
2320166,Eir Putra,2023,Informatika,Lulus,Makassar,2023-08-01
2320167,Mek Pratama,2023,Informatika,Cuti,Jakarta,2023-08-01
2320168,Jak Ramadhan,2023,Informatika,aktif,Yogyakarta,2023-08-01
2320169,Fih Anggraini,2023,Informatika,do,,2023-08-01
2320170,Eak Hidayat,2023,Informatika,cuti,Kupang,2023-08-01
2320171,Iam Wulandari,2023,Informatika,Cuti,Bandung,2023-08-01
2320172,Lan Lestari,2023,Informatika,aktif,Makassar,2023-08-01
2320173,Hus Wulandari,2023,Informatika,lulus,Surabaya,2023-08-01
2320174,Wir Kusuma,2023,Informatika,aktif,Jakarta,2023-08-01
2320175,Eid Saputra,2023,Informatika,cuti,Bandung,2023-08-01
2320176,Aey Firdaus,2023,Informatika,cuti,Jakarta,2023-08-01
2320177,Auk Hidayat,2023,Informatika,do,,2023-08-01
2320178,Wid Firdaus,2023,Informatika,Lulus,Makassar,2023-08-01
2320179,Gig Sari,2023,Informatika,Cuti,Surabaya,2023-08-01
2320180,Rek Wulandari,2023,Informatika,lulus,Jakarta,2023-08-01
2320181,Aad Ramadhan,2023,Informatika,cuti,Semarang,2023-08-01
2320182,Doh Putra,2023,Informatika,lulus,Semarang,2023-08-01
2320183,Eag Wulandari,2023,Informatika,Lulus,Medan,2023-08-01
2320184,Pew Lestari,2023,Informatika,Lulus,Makassar,2023-08-01
2320185,Led Ramadhan,2023,Informatika,Cuti,Yogyakarta,2023-08-01
2320186,Jum Lestari,2023,Informatika,do,Semarang,2023-08-01
2320187,Fam Wulandari,2023,Informatika,AKTIF,Makassar,2023-08-01
2320188,Rab Nugroho,2023,Informatika,Aktif,Kupang,2023-08-01
2320189,Wuw Anggraini,2023,Informatika,Aktif,Semarang,2023-08-01
2320190,Wes Saputra,2023,Informatika,Lulus,Makassar,2023-08-01
2320191,Geb Pratama,2023,Informatika,cuti,Kupang,2023-08-01
2320192,Jad Anggraini,2023,Informatika,cuti,Makassar,2023-08-01
2320193,Guh Lestari,2023,Informatika,Aktif,Medan,2023-08-01
2320194,Tol Putra,2023,Informatika,aktif,Semarang,2023-08-01
2320195,Ren Pratama,2023,Informatika,Lulus,Jakarta,2023-08-01
2320196,Ies Ramadhan,2023,Informatika,Lulus,,2023-08-01
2320197,Jal Nugroho,2023,Informatika,aktif,Yogyakarta,2023-08-01
2320198,Yuh Wulandari,2023,Informatika,Aktif,Medan,2023-08-01
2320199,Fan Ramadhan,2023,Informatika,aktif,Yogyakarta,2023-08-01
2320200,Wub Saputra,2023,Informatika,Lulus,Yogyakarta,2023-08-01
2320201,Feb Sari,2023,Informatika,AKTIF,Surabaya,2023-08-01
2320202,Dod Putra,2023,Informatika,aktif,Jakarta,2023-08-01
2320203,Sew Kusuma,2023,Informatika,cuti,Yogyakarta,2023-08-01
2320204,Pan Hidayat,2023,Informatika,lulus,Bandung,2023-08-01
2320205,Pow Wijaya,2023,Informatika,AKTIF,Makassar,2023-08-01
2320206,Cab Wulandari,2023,Informatika,Lulus,Medan,2023-08-01
2320207,Eat Sari,2023,Informatika,cuti,Medan,2023-08-01
2320208,Toh Lestari,2023,Informatika,Lulus,Kupang,2023-08-01
2320209,Kop Nugroho,2023,Informatika,AKTIF,Bandung,2023-08-01
2320210,Sah Saputra,2023,Informatika,aktif,Jakarta,2023-08-01
2320211,Lub Ramadhan,2023,Informatika,do,Makassar,2023-08-01
2320212,Set Anggraini,2023,Informatika,Cuti,Semarang,2023-08-01
2320213,Aow Putra,2023,Informatika,cuti,Kupang,2023-08-01
2320214,Fom Kusuma,2023,Informatika,aktif,Surabaya,2023-08-01
2320215,Mak Ramadhan,2023,Informatika,cuti,Jakarta,2023-08-01
2320216,Aip Wulandari,2023,Informatika,do,Jakarta,2023-08-01
2320217,Pah Nugroho,2023,Informatika,do,Yogyakarta,2023-08-01
2320218,Nib Wulandari,2023,Informatika,do,Surabaya,2023-08-01
2320219,Wul Putra,2023,Informatika,aktif,Kupang,2023-08-01
2320220,Doh Wijaya,2023,Informatika,AKTIF,Jakarta,2023-08-01
2320221,Eaw Rahmawati,2023,Informatika,cuti,Kupang,2023-08-01
2320222,Aor Wijaya,2023,Informatika,aktif,Medan,2023-08-01
2320223,Ioy Wulandari,2023,Informatika,AKTIF,Yogyakarta,2023-08-01
2320224,Yey Wijaya,2023,Informatika,aktif,Surabaya,2023-08-01
2320225,Log Lestari,2023,Informatika,cuti,Kupang,2023-08-01
2320226,Wig Hidayat,2023,Informatika,AKTIF,Kupang,2023-08-01
2320227,Big Maulana,2023,Informatika,Aktif,Bandung,2023-08-01
2320228,Jos Lestari,2023,Informatika,lulus,Surabaya,2023-08-01
2320229,Mop Nugroho,2023,Informatika,AKTIF,Bandung,2023-08-01
2320230,Pem Sari,2023,Informatika,AKTIF,,2023-08-01
2320231,Eog Maulana,2023,Informatika,Lulus,Surabaya,2023-08-01
2320232,Soh Wulandari,2023,Informatika,cuti,Medan,2023-08-01
2320233,Det Anggraini,2023,Informatika,cuti,Yogyakarta,2023-08-01
2320234,Nib Anggraini,2023,Informatika,cuti,Surabaya,2023-08-01
2320235,Ior Putra,2023,Informatika,aktif,Bandung,2023-08-01
2320236,Eig Hidayat,2023,Informatika,Lulus,Semarang,2023-08-01
2320237,Bob Sari,2023,Informatika,aktif,Jakarta,2023-08-01
2320238,Gob Ramadhan,2023,Informatika,aktif,Medan,2023-08-01
2320239,Kat Nugroho,2023,Informatika,aktif,,2023-08-01
2320240,Pig Saputra,2023,Informatika,do,Bandung,2023-08-01
2320241,Roh Wulandari,2023,Informatika,lulus,Bandung,2023-08-01
2320242,Cew Kusuma,2023,Informatika,AKTIF,Medan,2023-08-01
2320243,Pup Hidayat,2023,Informatika,lulus,,2023-08-01
2320244,Lub Lestari,2023,Informatika,Lulus,Yogyakarta,2023-08-01
2320245,Naw Rahmawati,2023,Informatika,cuti,Makassar,2023-08-01
2320246,Tat Kusuma,2023,Informatika,Aktif,Kupang,2023-08-01
2320247,Cow Rahmawati,2023,Informatika,lulus,Semarang,2023-08-01
2320248,Hus Ramadhan,2023,Informatika,lulus,Makassar,2023-08-01
2320249,Yer Putra,2023,Informatika,aktif,Surabaya,2023-08-01
2320250,Iat Saputra,2023,Informatika,lulus,Kupang,2023-08-01
2320251,Ear Kusuma,2023,Informatika,lulus,Kupang,2023-08-01
2320252,Bah Lestari,2023,Informatika,do,Makassar,2023-08-01
2320253,Aes Anggraini,2023,Informatika,Cuti,Makassar,2023-08-01
2320254,Yer Anggraini,2023,Informatika,aktif,Surabaya,2023-08-01
2320255,Seb Anggraini,2023,Informatika,Aktif,Surabaya,2023-08-01
2320256,Aig Hidayat,2023,Informatika,lulus,Yogyakarta,2023-08-01
2320257,Fed Nugroho,2023,Informatika,AKTIF,Makassar,2023-08-01
2320258,Eoy Lestari,2023,Informatika,cuti,Semarang,2023-08-01
2320259,Iak Saputra,2023,Informatika,Cuti,Bandung,2023-08-01
2320260,Iot Wulandari,2023,Informatika,cuti,Yogyakarta,2023-08-01
2320261,Kas Rahmawati,2023,Informatika,cuti,Semarang,2023-08-01
2320262,Mur Firdaus,2023,Informatika,Cuti,Jakarta,2023-08-01
2320263,Yap Ramadhan,2023,Informatika,cuti,Medan,2023-08-01
2320264,Keb Saputra,2023,Informatika,do,Makassar,2023-08-01
2320265,Sow Maulana,2023,Informatika,Lulus,Semarang,2023-08-01
2320266,Paw Nugroho,2023,Informatika,aktif,Semarang,2023-08-01
2320267,Kar Rahmawati,2023,Informatika,Aktif,Makassar,2023-08-01
2320268,Mow Wijaya,2023,Informatika,aktif,Kupang,2023-08-01
2320269,Bok Anggraini,2023,Informatika,do,Medan,2023-08-01
2320270,Lur Hidayat,2023,Informatika,cuti,Jakarta,2023-08-01
